city,date,riskScore,riskLevel
Bengaluru,2025-09-11,22.822007265748574,Low
Bengaluru,2025-09-11,25.878840279906733,Low
Bengaluru,2025-09-11,22.361942251922763,Low
Bengaluru,2025-09-12,19.800211980665537,Low
Bengaluru,2025-09-12,23.007595882831467,Low
Bengaluru,2025-09-12,23.113406063296154,Low
Bengaluru,2025-09-13,23.23059756816574,Low
Bengaluru,2025-09-13,25.480892345991705,Low
Bengaluru,2025-09-13,25.954035542082607,Low
Bengaluru,2025-09-14,22.808531617717236,Low
Bengaluru,2025-09-14,25.217403322277676,Low
Bengaluru,2025-09-14,24.04900497359492,Low
Bengaluru,2025-09-15,20.430632856358024,Low
Bengaluru,2025-09-15,26.07293232397584,Low
Bengaluru,2025-09-15,21.14440603862223,Low
Bengaluru,2025-09-16,24.261610294350092,Low
Bengaluru,2025-09-16,23.98174557694152,Low
Bengaluru,2025-09-16,21.365512410121426,Low
Bengaluru,2025-09-17,21.405213839767313,Low
Bengaluru,2025-09-17,24.210224612883017,Low
Bengaluru,2025-09-17,26.06195441387346,Low
Bengaluru,2025-09-18,23.077678097770765,Low
Bengaluru,2025-09-18,22.723241659004614,Low
Bengaluru,2025-09-18,25.625532870683514,Low
Bengaluru,2025-09-19,23.135302290307614,Low
Bengaluru,2025-09-19,23.66531978758676,Low
Bengaluru,2025-09-19,23.93308380752311,Low
Bengaluru,2025-09-20,22.423421063061205,Low
Bengaluru,2025-09-20,22.770233992643135,Low
Bengaluru,2025-09-20,24.387163936537497,Low
Bengaluru,2025-09-21,22.637029781665042,Low
Bengaluru,2025-09-21,20.034111239735964,Low
Bengaluru,2025-09-21,23.116546222084494,Low
Bengaluru,2025-09-22,22.79850875736941,Low
Bengaluru,2025-09-22,24.274400102072498,Low
Bengaluru,2025-09-22,22.172919161990656,Low
Bengaluru,2025-09-23,20.20586604387703,Low
Bengaluru,2025-09-23,26.10045107184085,Low
Bengaluru,2025-09-23,25.472377633410822,Low
Bengaluru,2025-09-24,22.884102307368046,Low
Bengaluru,2025-09-24,21.783605091589507,Low
Bengaluru,2025-09-24,23.802080520069573,Low
Bengaluru,2025-09-25,22.39937466810698,Low
Bengaluru,2025-09-25,24.794490162188772,Low
Bengaluru,2025-09-25,24.32630236228095,Low
Bengaluru,2025-09-26,21.884129463608524,Low
Bengaluru,2025-09-26,20.439337751639947,Low
Bengaluru,2025-09-26,27.057577817519466,Low
Bengaluru,2025-09-27,23.249862266566147,Low
Bengaluru,2025-09-27,25.017852338750224,Low
Bengaluru,2025-09-27,25.068716598249615,Low
Bengaluru,2025-09-28,22.551239162679792,Low
Bengaluru,2025-09-28,23.245432464310404,Low
Bengaluru,2025-09-28,25.66243737741369,Low
Bengaluru,2025-09-29,23.435362265644777,Low
Bengaluru,2025-09-29,23.67671214635906,Low
Bengaluru,2025-09-29,23.524681750700317,Low
Bengaluru,2025-09-30,22.1169116435673,Low
Bengaluru,2025-09-30,25.895142099157745,Low
Bengaluru,2025-09-30,22.00882529354481,Low
Bengaluru,2025-10-01,22.247307451863435,Low
Bengaluru,2025-10-01,23.2601496213136,Low
Bengaluru,2025-10-01,23.169342345226056,Low
Bengaluru,2025-10-02,21.44288623697353,Low
Bengaluru,2025-10-02,23.750132167068067,Low
Bengaluru,2025-10-02,22.31271545134144,Low
Bengaluru,2025-10-03,22.759084076905943,Low
Bengaluru,2025-10-03,23.033059649345788,Low
Bengaluru,2025-10-03,21.06907350311024,Low
Bengaluru,2025-10-04,23.226175693722702,Low
Bengaluru,2025-10-04,24.367750431552885,Low
Bengaluru,2025-10-04,23.426031790663075,Low
Bengaluru,2025-10-05,21.790616615528194,Low
Bengaluru,2025-10-05,21.002972083067057,Low
Bengaluru,2025-10-05,24.929451002927706,Low
Bengaluru,2025-10-06,22.251292006066514,Low
Bengaluru,2025-10-06,24.67844752320093,Low
Bengaluru,2025-10-06,23.42269902557414,Low
Bengaluru,2025-10-07,21.23895739657919,Low
Bengaluru,2025-10-07,18.712975156991163,Low
Bengaluru,2025-10-07,23.608542433887543,Low
Bengaluru,2025-10-08,21.92800605326788,Low
Bengaluru,2025-10-08,24.08898281954275,Low
Bengaluru,2025-10-08,24.41532349265193,Low
Bengaluru,2025-10-09,22.609050054667996,Low
Bengaluru,2025-10-09,35.40629566649965,Low-Mod
Bengaluru,2025-10-09,25.395147268658967,Low
Bengaluru,2025-10-10,25.191453514851005,Low
Bengaluru,2025-10-10,54.07215653072505,Moderate
Bengaluru,2025-10-10,25.436167147034944,Low
Bengaluru,2025-10-11,21.812088409492752,Low
Bengaluru,2025-10-11,40.97160355685167,Low-Mod
Bengaluru,2025-10-11,24.722009814107686,Low
Bengaluru,2025-10-12,22.96032406601134,Low
Bengaluru,2025-10-12,40.7039355095521,Low-Mod
Bengaluru,2025-10-12,22.91433606656463,Low
Bengaluru,2025-10-13,25.19661472002639,Low
Bengaluru,2025-10-13,43.70453432399708,Low-Mod
Bengaluru,2025-10-13,23.26320544929822,Low
Bengaluru,2025-10-14,27.365869701753404,Low
Bengaluru,2025-10-14,55.03713424004397,Moderate
Bengaluru,2025-10-14,22.075276656342865,Low
Bengaluru,2025-10-15,21.92811653959152,Low
Bengaluru,2025-10-15,49.03585143676627,Moderate
Bengaluru,2025-10-15,24.235926986313935,Low
Bengaluru,2025-10-16,50.11451007296339,Moderate
Bengaluru,2025-10-16,45.090501866593634,Moderate
Bengaluru,2025-10-16,25.384811222437435,Low
Bengaluru,2025-10-17,44.612326765864594,Low-Mod
Bengaluru,2025-10-17,50.814361114117204,Moderate
Bengaluru,2025-10-17,25.32582109542792,Low
Bengaluru,2025-10-18,49.27828336898128,Moderate
Bengaluru,2025-10-18,45.902544467950825,Moderate
Bengaluru,2025-10-18,37.05490472032536,Low-Mod
Bengaluru,2025-10-19,42.12031208418215,Low-Mod
Bengaluru,2025-10-19,64.36986678709769,High-Mod
Bengaluru,2025-10-19,26.851813052150227,Low
Bengaluru,2025-10-20,50.2605705359083,Moderate
Bengaluru,2025-10-20,64.91411511866939,High-Mod
Bengaluru,2025-10-20,25.02818201666434,Low
Bengaluru,2025-10-21,36.349399609814874,Low-Mod
Bengaluru,2025-10-21,48.5732256934859,Moderate
Bengaluru,2025-10-21,23.06707035753365,Low
Bengaluru,2025-10-22,38.42064307314358,Low-Mod
Bengaluru,2025-10-22,53.139961300144776,Moderate
Bengaluru,2025-10-22,29.73348795668636,Low
Bengaluru,2025-10-23,47.911374165296536,Moderate
Bengaluru,2025-10-23,64.41548681584311,High-Mod
Bengaluru,2025-10-23,29.315018580387907,Low
Bengaluru,2025-10-24,52.963657129225226,Moderate
Bengaluru,2025-10-24,44.34688194402864,Low-Mod
Bengaluru,2025-10-24,66.43227656377472,High-Mod
Bengaluru,2025-10-25,24.40764636473682,Low
Bengaluru,2025-10-25,59.26679259496936,Moderate
Bengaluru,2025-10-25,43.090328512096946,Low-Mod
Bengaluru,2025-10-26,30.295365946871293,Low-Mod
Bengaluru,2025-10-26,36.579806803966875,Low-Mod
Bengaluru,2025-10-26,59.07333739713202,Moderate
Bengaluru,2025-10-27,29.860180357135,Low
Bengaluru,2025-10-27,40.43503610064851,Low-Mod
Bengaluru,2025-10-27,57.27852062064672,Moderate
Bengaluru,2025-10-28,35.18454363592313,Low-Mod
Bengaluru,2025-10-28,36.660093977504346,Low-Mod
Bengaluru,2025-10-28,44.63320592352836,Low-Mod
Bengaluru,2025-10-29,29.5605156799382,Low
Bengaluru,2025-10-29,25.036180483095606,Low
Bengaluru,2025-10-29,41.6714262028404,Low-Mod
Bengaluru,2025-10-30,30.422900969713034,Low-Mod
Bengaluru,2025-10-30,22.770247826379347,Low
Bengaluru,2025-10-30,55.466038375827225,Moderate
Bengaluru,2025-10-31,28.947939715533707,Low
Bengaluru,2025-10-31,29.203803063280475,Low
Bengaluru,2025-10-31,49.99751259591663,Moderate
Bengaluru,2025-11-01,23.74668311427267,Low
Bengaluru,2025-11-01,25.027817126399583,Low
Bengaluru,2025-11-01,51.32769651428734,Moderate
Bengaluru,2025-11-02,23.457070710126054,Low
Bengaluru,2025-11-02,28.84957225441635,Low
Bengaluru,2025-11-02,42.527133702808705,Low-Mod
Bengaluru,2025-11-03,28.015474968700687,Low
Bengaluru,2025-11-03,24.22778322345384,Low
Bengaluru,2025-11-03,49.78258259088681,Moderate
Bengaluru,2025-11-04,25.099986198007613,Low
Bengaluru,2025-11-04,26.22046124203181,Low
Bengaluru,2025-11-04,45.01671120971813,Moderate
Bengaluru,2025-11-05,27.94308162460029,Low
Bengaluru,2025-11-05,23.29005392863391,Low
Bengaluru,2025-11-05,23.141813066891785,Low
Bengaluru,2025-11-06,22.152323384985976,Low
Bengaluru,2025-11-06,24.655540218204813,Low
Bengaluru,2025-11-06,23.00066401870209,Low
Bengaluru,2025-11-07,23.032348396112823,Low
Bengaluru,2025-11-07,22.767183183055067,Low
Bengaluru,2025-11-07,22.749654083446977,Low
Bengaluru,2025-11-08,22.368940307763225,Low
Bengaluru,2025-11-08,23.75201571025201,Low
Bengaluru,2025-11-08,22.163361782153835,Low
Bengaluru,2025-11-09,22.018342116500875,Low
Bengaluru,2025-11-09,23.9596783013061,Low
Bengaluru,2025-11-09,24.17395916697459,Low
Bengaluru,2025-11-10,21.704806565410365,Low
Bengaluru,2025-11-10,23.049057587397307,Low
Bengaluru,2025-11-10,22.679059118182664,Low
Bengaluru,2025-11-11,22.586967148087858,Low
Bengaluru,2025-11-11,23.9100732962248,Low
Bengaluru,2025-11-11,17.584413746989355,Low
Bengaluru,2025-11-12,21.9397582728703,Low
Bengaluru,2025-11-12,25.361462611316277,Low
Bengaluru,2025-11-12,23.920086764469957,Low
Bengaluru,2025-11-13,22.523859711540155,Low
Bengaluru,2025-11-13,23.415983368930917,Low
Bengaluru,2025-11-13,23.59482278606773,Low
Bengaluru,2025-11-14,24.399581948813314,Low
Bengaluru,2025-11-14,23.15627130462874,Low
Bengaluru,2025-11-14,24.08175271154569,Low
Bengaluru,2025-11-15,21.4203615136118,Low
Bengaluru,2025-11-15,22.72623430106257,Low
Bengaluru,2025-11-15,23.21094057040854,Low
Bengaluru,2025-11-16,23.007546570203736,Low
Bengaluru,2025-11-16,22.80178622126133,Low
Bengaluru,2025-11-16,21.383084056095704,Low
Bengaluru,2025-11-17,23.214665719597747,Low
Bengaluru,2025-11-17,21.7121452735462,Low
Bengaluru,2025-11-17,21.55409589956563,Low
Bengaluru,2025-11-18,22.206202552807717,Low
Bengaluru,2025-11-18,22.137608970283914,Low
Bengaluru,2025-11-18,23.31164267027809,Low
Bengaluru,2025-11-19,20.997521463622427,Low
Bengaluru,2025-11-19,23.282881914490147,Low
Bengaluru,2025-11-19,22.28305760865289,Low
Bengaluru,2025-11-20,22.60183544796756,Low
Bengaluru,2025-11-20,23.979020008077214,Low
Bengaluru,2025-11-20,22.61215022374089,Low
Bengaluru,2025-11-21,21.39835860561692,Low
Bengaluru,2025-11-21,21.951874346057153,Low
Bengaluru,2025-11-21,22.950016467730663,Low
Bengaluru,2025-11-22,21.91832708983859,Low
Bengaluru,2025-11-22,30.3906197813891,Low-Mod
Bengaluru,2025-11-22,24.151002019203744,Low
Bengaluru,2025-11-23,22.79677715442709,Low
Bengaluru,2025-11-23,23.586723036270662,Low
Bengaluru,2025-11-23,20.641822477852514,Low
Bengaluru,2025-11-24,24.653120008958716,Low
Bengaluru,2025-11-24,22.72648191688107,Low
Bengaluru,2025-11-24,23.53205389662252,Low
Bengaluru,2025-11-25,21.459992884417744,Low
Bengaluru,2025-11-25,23.58484624133571,Low
Bengaluru,2025-11-25,22.91492946791633,Low
Bengaluru,2025-11-26,20.05514633835351,Low
Bengaluru,2025-11-26,23.397032994760494,Low
Bengaluru,2025-11-26,23.24867847231203,Low
Bengaluru,2025-11-27,21.65266276881158,Low
Bengaluru,2025-11-27,24.213092173361837,Low
Bengaluru,2025-11-27,24.037297611258197,Low
Bengaluru,2025-11-28,20.89672898158505,Low
Bengaluru,2025-11-28,22.849945406168196,Low
Bengaluru,2025-11-28,21.83497506001264,Low
Bengaluru,2025-11-29,17.997539844954183,Low
Bengaluru,2025-11-29,18.482231405936034,Low
Bengaluru,2025-11-29,22.968796847212225,Low
Bengaluru,2025-11-30,20.663157227889855,Low
Bengaluru,2025-11-30,24.110687898971705,Low
Bengaluru,2025-11-30,22.779806066108314,Low
Bengaluru,2025-12-01,21.439399162963156,Low
Bengaluru,2025-12-01,20.486677711274247,Low
Bengaluru,2025-12-01,23.185383374674608,Low
Bengaluru,2025-12-02,21.42149088499032,Low
Bengaluru,2025-12-02,22.940937687635028,Low
Bengaluru,2025-12-02,23.39820639936182,Low
Bengaluru,2025-12-03,20.85987549053091,Low
Bengaluru,2025-12-03,23.118012177279937,Low
Bengaluru,2025-12-03,22.87504337444105,Low
Bengaluru,2025-12-04,22.40244995274589,Low
Bengaluru,2025-12-04,23.41070287546775,Low
Bengaluru,2025-12-04,22.83244840680735,Low
Bengaluru,2025-12-05,21.90029396430009,Low
Bengaluru,2025-12-05,25.802989451760986,Low
Bengaluru,2025-12-05,21.4494183883315,Low
Bengaluru,2025-12-06,22.926726309435452,Low
Bengaluru,2025-12-06,23.31069450468724,Low
Bengaluru,2025-12-06,23.069166650538833,Low
Bengaluru,2025-12-07,22.801908899412417,Low
Bengaluru,2025-12-07,24.279884361349893,Low
Bengaluru,2025-12-07,23.18912988102533,Low
Bengaluru,2025-12-08,23.09301404413801,Low
Bengaluru,2025-12-08,19.094015136277605,Low
Bengaluru,2025-12-08,21.98669545518775,Low
Bengaluru,2025-12-09,20.138100326885215,Low
Bengaluru,2025-12-09,23.443231192390733,Low
Bengaluru,2025-12-09,16.410112004164965,Low
Bengaluru,2025-12-10,21.911593755644702,Low
Bengaluru,2025-12-10,22.763298795913023,Low
Bengaluru,2025-12-10,23.948227168013318,Low
Bengaluru,2025-12-11,21.251457388383777,Low
Bengaluru,2025-12-11,25.451834222677576,Low
Bengaluru,2025-12-11,23.890389240906792,Low
Bengaluru,2025-12-12,20.94852712941038,Low
Bengaluru,2025-12-12,23.099469303581238,Low
Bengaluru,2025-12-12,22.994844667836595,Low
Bengaluru,2025-12-13,22.0036624557196,Low
Bengaluru,2025-12-13,22.992097352907386,Low
Bengaluru,2025-12-13,22.234353144832973,Low
Bengaluru,2025-12-14,22.15894828367722,Low
Bengaluru,2025-12-14,21.209120936408887,Low
Bengaluru,2025-12-14,21.351921176421165,Low
Bengaluru,2025-12-15,20.918359021310515,Low
Bengaluru,2025-12-15,21.588762337979496,Low
Bengaluru,2025-12-15,24.738870943124574,Low
Bengaluru,2025-12-16,22.439501341866325,Low
Bengaluru,2025-12-16,21.817151003073405,Low
Bengaluru,2025-12-16,22.95397839066689,Low
Bengaluru,2025-12-17,22.111416314631704,Low
Bengaluru,2025-12-17,26.51445436067067,Low
Bengaluru,2025-12-17,19.13899752141831,Low
Bengaluru,2025-12-18,53.383672526249015,Moderate
Bengaluru,2025-12-18,27.32342464339311,Low
Bengaluru,2025-12-18,22.586486761403528,Low
Bengaluru,2025-12-19,22.51072037476981,Low
Bengaluru,2025-12-19,25.78813341969625,Low
Bengaluru,2025-12-19,24.342259794324818,Low
Bengaluru,2025-12-20,50.42647732289739,Moderate
Bengaluru,2025-12-20,31.3610545683962,Low-Mod
Bengaluru,2025-12-20,23.07967991916025,Low
Bengaluru,2025-12-21,50.55027078829471,Moderate
Bengaluru,2025-12-21,30.510210948285163,Low-Mod
Bengaluru,2025-12-21,20.39355517690717,Low
Bengaluru,2025-12-22,50.72006045672804,Moderate
Bengaluru,2025-12-22,34.77980651295758,Low-Mod
Bengaluru,2025-12-22,20.161231396877803,Low
Bengaluru,2025-12-23,34.38118987839647,Low-Mod
Bengaluru,2025-12-23,28.012508822242665,Low
Bengaluru,2025-12-23,21.729121568279865,Low
Bengaluru,2025-12-24,46.91392164238422,Moderate
Bengaluru,2025-12-24,29.808316339068462,Low
Bengaluru,2025-12-24,22.467194207365225,Low
Bengaluru,2025-12-25,41.48558193811843,Low-Mod
Bengaluru,2025-12-25,35.707048149032474,Low-Mod
Bengaluru,2025-12-25,21.185659444268204,Low
Bengaluru,2025-12-26,39.32278821446816,Low-Mod
Bengaluru,2025-12-26,29.745507349295544,Low
Bengaluru,2025-12-26,22.205109921171825,Low
Bengaluru,2025-12-27,43.94021062006623,Low-Mod
Bengaluru,2025-12-27,37.54983926354111,Low-Mod
Bengaluru,2025-12-27,22.913859004030613,Low
Bengaluru,2025-12-28,47.48731936961028,Moderate
Bengaluru,2025-12-28,36.39030349322599,Low-Mod
Bengaluru,2025-12-28,21.94578854765968,Low
Bengaluru,2025-12-29,55.11229984823616,Moderate
Bengaluru,2025-12-29,26.36969322368757,Low
Bengaluru,2025-12-29,25.268960768709853,Low
Bengaluru,2025-12-30,23.419010217044246,Low
Bengaluru,2025-12-30,23.406884824089367,Low
Bengaluru,2025-12-30,43.23768698986214,Low-Mod
Bengaluru,2025-12-31,24.29984134785453,Low
Bengaluru,2025-12-31,22.8843491728069,Low
Bengaluru,2025-12-31,44.62268446114821,Low-Mod
Bengaluru,2026-01-01,26.41347201549837,Low
Bengaluru,2026-01-01,24.588281349565413,Low
Bengaluru,2026-01-01,44.168205366844184,Low-Mod
Bengaluru,2026-01-02,26.38414555927104,Low
Bengaluru,2026-01-02,24.730956814901866,Low
Bengaluru,2026-01-02,39.45607867178626,Low-Mod
Bengaluru,2026-01-03,24.506723769175494,Low
Bengaluru,2026-01-03,24.312909913203207,Low
Bengaluru,2026-01-03,51.853225471529086,Moderate
Bengaluru,2026-01-04,26.01873997416606,Low
Bengaluru,2026-01-04,22.542566404528827,Low
Bengaluru,2026-01-04,40.07187206043667,Low-Mod
Bengaluru,2026-01-05,24.03797300245523,Low
Bengaluru,2026-01-05,21.936433722779384,Low
Bengaluru,2026-01-05,35.75942028835347,Low-Mod
Bengaluru,2026-01-06,23.406547621236598,Low
Bengaluru,2026-01-06,26.492465554827398,Low
Bengaluru,2026-01-06,38.9469048293853,Low-Mod
Bengaluru,2026-01-07,23.745773621995077,Low
Bengaluru,2026-01-07,24.644234880708446,Low
Bengaluru,2026-01-07,47.098402628469024,Moderate
Bengaluru,2026-01-08,22.613613178818262,Low
Bengaluru,2026-01-08,44.29705034222046,Low-Mod
Bengaluru,2026-01-08,60.295167835019654,High-Mod
Bengaluru,2026-01-09,26.95658880846795,Low
Bengaluru,2026-01-09,65.58600941131392,High-Mod
Bengaluru,2026-01-09,22.907443456305508,Low
Bengaluru,2026-01-10,37.45715071575863,Low-Mod
Bengaluru,2026-01-10,63.34463205152977,High-Mod
Bengaluru,2026-01-10,33.453381645287074,Low-Mod
Bengaluru,2026-01-11,54.95990648313162,Moderate
Bengaluru,2026-01-11,67.81592078565396,High-Mod
Bengaluru,2026-01-11,29.577913507069006,Low
Bengaluru,2026-01-12,62.54297118618361,High-Mod
Bengaluru,2026-01-12,70.87134981020277,High
Bengaluru,2026-01-12,43.99422792156264,Low-Mod
Bengaluru,2026-01-13,34.71910865747231,Low-Mod
Bengaluru,2026-01-13,77.63143582265309,High
Bengaluru,2026-01-13,31.908523922382138,Low-Mod
Bengaluru,2026-01-14,50.557655511291955,Moderate
Bengaluru,2026-01-14,55.408184636799916,Moderate
Bengaluru,2026-01-14,30.547440630480395,Low-Mod
Bengaluru,2026-01-15,50.349579853607615,Moderate
Bengaluru,2026-01-15,56.114563199000756,Moderate
Bengaluru,2026-01-15,24.679531656810795,Low
Bengaluru,2026-01-16,55.61238739328044,Moderate
Bengaluru,2026-01-16,73.64219387846146,High
Bengaluru,2026-01-16,33.51342653274298,Low-Mod
Bengaluru,2026-01-17,36.92500039189682,Low-Mod
Bengaluru,2026-01-17,55.94470382743813,Moderate
Bengaluru,2026-01-17,31.658175790517816,Low-Mod
Bengaluru,2026-01-18,27.745461441417504,Low
Bengaluru,2026-01-18,63.08093457827468,High-Mod
Bengaluru,2026-01-18,21.805189923928907,Low
Bengaluru,2026-01-19,32.535446576434175,Low-Mod
Bengaluru,2026-01-19,54.541073358234456,Moderate
Bengaluru,2026-01-19,23.61962343212926,Low
Bengaluru,2026-01-20,50.811410793865775,Moderate
Bengaluru,2026-01-20,24.200831289719233,Low
Bengaluru,2026-01-20,23.807138269141525,Low
Bengaluru,2026-01-21,22.609500048471638,Low
Bengaluru,2026-01-21,23.00284160413525,Low
Bengaluru,2026-01-21,25.436450729150806,Low
Bengaluru,2026-01-22,21.479645720324328,Low
Bengaluru,2026-01-22,23.514417684202762,Low
Bengaluru,2026-01-22,24.045353131867024,Low
Bengaluru,2026-01-23,24.201314762402006,Low
Bengaluru,2026-01-23,23.22923124657636,Low
Bengaluru,2026-01-23,40.26524241813846,Low-Mod
Bengaluru,2026-01-24,29.635684568332223,Low
Bengaluru,2026-01-24,22.219020029344208,Low
Bengaluru,2026-01-24,42.25234800857632,Low-Mod
Bengaluru,2026-01-25,24.675939612469577,Low
Bengaluru,2026-01-25,22.106029500984548,Low
Bengaluru,2026-01-25,45.35912552638468,Moderate
Bengaluru,2026-01-26,23.210901121287804,Low
Bengaluru,2026-01-26,21.053048003777256,Low
Bengaluru,2026-01-26,52.086834670502796,Moderate
Bengaluru,2026-01-27,25.192195685710224,Low
Bengaluru,2026-01-27,20.244902702715834,Low
Bengaluru,2026-01-27,47.86125294868063,Moderate
Bengaluru,2026-01-28,29.072807513783438,Low
Bengaluru,2026-01-28,29.472582096498336,Low
Bengaluru,2026-01-28,48.722009136500375,Moderate
Bengaluru,2026-01-29,28.610242041340307,Low
Bengaluru,2026-01-29,25.51616380667552,Low
Bengaluru,2026-01-29,56.524081494098,Moderate
Bengaluru,2026-01-30,25.18200916903554,Low
Bengaluru,2026-01-30,23.453589218809803,Low
Bengaluru,2026-01-30,36.87431129916521,Low-Mod
Bengaluru,2026-01-31,30.30249930728195,Low-Mod
Bengaluru,2026-01-31,25.63436158049216,Low
Bengaluru,2026-01-31,39.59164638025857,Low-Mod
Bengaluru,2026-02-01,25.09055441120156,Low
Bengaluru,2026-02-01,21.15464545448831,Low
Bengaluru,2026-02-01,52.43714841270186,Moderate
Bengaluru,2026-02-02,23.073046371457494,Low
Bengaluru,2026-02-02,22.474158326874544,Low
Bengaluru,2026-02-02,53.10630530222829,Moderate
Bengaluru,2026-02-03,21.844464028175096,Low
Bengaluru,2026-02-03,23.910261281502343,Low
Bengaluru,2026-02-03,23.1118093254871,Low
Bengaluru,2026-02-04,22.566108103120634,Low
Bengaluru,2026-02-04,23.966762419120265,Low
Bengaluru,2026-02-04,24.353364612154948,Low
Bengaluru,2026-02-05,21.833890312842108,Low
Bengaluru,2026-02-05,20.808569954245762,Low
Bengaluru,2026-02-05,24.340788241842006,Low
Bengaluru,2026-02-06,21.257418150162138,Low
Bengaluru,2026-02-06,21.889038599552094,Low
Bengaluru,2026-02-06,22.28590304139773,Low
Bengaluru,2026-02-07,22.13057696345752,Low
Bengaluru,2026-02-07,23.377006137274762,Low
Bengaluru,2026-02-07,22.536132595497705,Low
Bengaluru,2026-02-08,21.573950620050518,Low
Bengaluru,2026-02-08,23.364849152480673,Low
Bengaluru,2026-02-08,21.941999161875074,Low
Bengaluru,2026-02-09,22.49762484893447,Low
Bengaluru,2026-02-09,16.970931804743238,Low
Bengaluru,2026-02-09,23.16351945594745,Low
Bengaluru,2026-02-10,22.072739985811587,Low
Bengaluru,2026-02-10,21.626098181057507,Low
Bengaluru,2026-02-10,24.927889089866007,Low
Bengaluru,2026-02-11,21.712110327713276,Low
Bengaluru,2026-02-11,22.47418504018853,Low
Bengaluru,2026-02-11,22.282895576376184,Low
Bengaluru,2026-02-12,19.872700791367606,Low
Bengaluru,2026-02-12,19.895058245562026,Low
Bengaluru,2026-02-12,22.36803408739965,Low
Bengaluru,2026-02-13,21.733408667799267,Low
Bengaluru,2026-02-13,23.98847256847396,Low
Bengaluru,2026-02-13,21.584182842923745,Low
Bengaluru,2026-02-14,21.557023965964724,Low
Bengaluru,2026-02-14,23.610722678010937,Low
Bengaluru,2026-02-14,24.09941633545604,Low
Bengaluru,2026-02-15,21.225312961518014,Low
Bengaluru,2026-02-15,22.62050295298055,Low
Bengaluru,2026-02-15,23.85726311530054,Low
Bengaluru,2026-02-16,22.338713193757542,Low
Bengaluru,2026-02-16,22.964425518843008,Low
Bengaluru,2026-02-16,22.567376822713967,Low
Bengaluru,2026-02-17,23.41058276077942,Low
Bengaluru,2026-02-17,20.938356436375734,Low
Bengaluru,2026-02-17,23.807704235808274,Low
Bengaluru,2026-02-18,22.12080971171703,Low
Bengaluru,2026-02-18,22.691333892759673,Low
Bengaluru,2026-02-18,24.087149869994526,Low
Bengaluru,2026-02-19,22.282249857636423,Low
Bengaluru,2026-02-19,24.432254121677772,Low
Bengaluru,2026-02-19,23.807914581792666,Low
Chandigarh,2025-08-24,17.01680494486554,Low
Chandigarh,2025-08-25,20.556895447689165,Low
Chandigarh,2025-08-26,21.41746959603747,Low
Chandigarh,2025-08-27,21.29349721966024,Low
Chandigarh,2025-08-28,16.261147341018855,Low
