hospital_id,hospital_name,city,tenant_profile,item_code,item_name,unit,current_stock,lead_time_days,unit_cost_inr
MER_BENGALURU_CENTRAL,Meridian Health — Bengaluru - Central,Bengaluru - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,346,4,65
MER_BENGALURU_CENTRAL,Meridian Health — Bengaluru - Central,Bengaluru - Central,meridian,azithromycin_courses,Azithromycin Course,course,109,4,140
MER_BENGALURU_CENTRAL,Meridian Health — Bengaluru - Central,Bengaluru - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,87,6,95
MER_BENGALURU_CENTRAL,Meridian Health — Bengaluru - Central,Bengaluru - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,3046,2,4
MER_BENGALURU_EAST,Meridian Health — Bengaluru - East,Bengaluru - East,meridian,ors_sachets,ORS Sachets,sachet,1318,3,15
MER_BENGALURU_EAST,Meridian Health — Bengaluru - East,Bengaluru - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,570,2,65
MER_BENGALURU_EAST,Meridian Health — Bengaluru - East,Bengaluru - East,meridian,azithromycin_courses,Azithromycin Course,course,158,4,140
MER_BENGALURU_EAST,Meridian Health — Bengaluru - East,Bengaluru - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,138,5,95
MER_BENGALURU_EAST,Meridian Health — Bengaluru - East,Bengaluru - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,4105,1,4
MER_BENGALURU_NORTH,Meridian Health — Bengaluru - North,Bengaluru - North,meridian,ors_sachets,ORS Sachets,sachet,2001,3,15
MER_BENGALURU_NORTH,Meridian Health — Bengaluru - North,Bengaluru - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,874,3,65
MER_BENGALURU_NORTH,Meridian Health — Bengaluru - North,Bengaluru - North,meridian,azithromycin_courses,Azithromycin Course,course,235,4,140
MER_BENGALURU_NORTH,Meridian Health — Bengaluru - North,Bengaluru - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,184,6,95
MER_BENGALURU_NORTH,Meridian Health — Bengaluru - North,Bengaluru - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,6086,3,4
MER_BENGALURU_SOUTH,Meridian Health — Bengaluru - South,Bengaluru - South,meridian,ors_sachets,ORS Sachets,sachet,2020,2,15
MER_BENGALURU_SOUTH,Meridian Health — Bengaluru - South,Bengaluru - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,824,4,65
MER_BENGALURU_SOUTH,Meridian Health — Bengaluru - South,Bengaluru - South,meridian,azithromycin_courses,Azithromycin Course,course,202,5,140
MER_BENGALURU_SOUTH,Meridian Health — Bengaluru - South,Bengaluru - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,169,4,95
MER_BENGALURU_SOUTH,Meridian Health — Bengaluru - South,Bengaluru - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,5949,3,4
MER_BENGALURU_WEST,Meridian Health — Bengaluru - West,Bengaluru - West,meridian,ors_sachets,ORS Sachets,sachet,4576,3,15
MER_BENGALURU_WEST,Meridian Health — Bengaluru - West,Bengaluru - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1747,3,65
MER_BENGALURU_WEST,Meridian Health — Bengaluru - West,Bengaluru - West,meridian,azithromycin_courses,Azithromycin Course,course,489,5,140
MER_BENGALURU_WEST,Meridian Health — Bengaluru - West,Bengaluru - West,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,382,5,95
MER_BENGALURU_WEST,Meridian Health — Bengaluru - West,Bengaluru - West,meridian,water_purification_tablets,Water Purification Tablets,tablet,14490,2,4
GOV_BHILAI,"District Government Hospital, Bhilai",Bhilai,government,ors_sachets,ORS Sachets,sachet,3460,5,15
GOV_BHILAI,"District Government Hospital, Bhilai",Bhilai,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1334,5,65
GOV_BHILAI,"District Government Hospital, Bhilai",Bhilai,government,azithromycin_courses,Azithromycin Course,course,451,8,140
GOV_BHILAI,"District Government Hospital, Bhilai",Bhilai,government,ciprofloxacin_courses,Ciprofloxacin Course,course,315,9,95
GOV_BHILAI,"District Government Hospital, Bhilai",Bhilai,government,water_purification_tablets,Water Purification Tablets,tablet,11957,6,4
GOV_BHOPAL,"District Government Hospital, Bhopal",Bhopal,government,ors_sachets,ORS Sachets,sachet,2301,6,15
GOV_BHOPAL,"District Government Hospital, Bhopal",Bhopal,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,721,7,65
GOV_BHOPAL,"District Government Hospital, Bhopal",Bhopal,government,azithromycin_courses,Azithromycin Course,course,215,9,140
GOV_BHOPAL,"District Government Hospital, Bhopal",Bhopal,government,ciprofloxacin_courses,Ciprofloxacin Course,course,164,7,95
GOV_BHOPAL,"District Government Hospital, Bhopal",Bhopal,government,water_purification_tablets,Water Purification Tablets,tablet,5784,4,4
MER_BHOPAL_CENTRAL,Meridian Health — Bhopal - Central,Bhopal - Central,meridian,ors_sachets,ORS Sachets,sachet,1869,3,15
MER_BHOPAL_CENTRAL,Meridian Health — Bhopal - Central,Bhopal - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,748,4,65
MER_BHOPAL_CENTRAL,Meridian Health — Bhopal - Central,Bhopal - Central,meridian,azithromycin_courses,Azithromycin Course,course,218,5,140
MER_BHOPAL_CENTRAL,Meridian Health — Bhopal - Central,Bhopal - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,190,5,95
MER_BHOPAL_CENTRAL,Meridian Health — Bhopal - Central,Bhopal - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,6879,1,4
MER_BHOPAL_EAST,Meridian Health — Bhopal - East,Bhopal - East,meridian,ors_sachets,ORS Sachets,sachet,2503,2,15
MER_BHOPAL_EAST,Meridian Health — Bhopal - East,Bhopal - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,748,3,65
MER_BHOPAL_EAST,Meridian Health — Bhopal - East,Bhopal - East,meridian,azithromycin_courses,Azithromycin Course,course,209,6,140
MER_BHOPAL_EAST,Meridian Health — Bhopal - East,Bhopal - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,223,5,95
MER_BHOPAL_EAST,Meridian Health — Bhopal - East,Bhopal - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,7538,3,4
MER_BHOPAL_NORTH,Meridian Health — Bhopal - North,Bhopal - North,meridian,ors_sachets,ORS Sachets,sachet,1439,3,15
MER_BHOPAL_NORTH,Meridian Health — Bhopal - North,Bhopal - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,479,4,65
MER_BHOPAL_NORTH,Meridian Health — Bhopal - North,Bhopal - North,meridian,azithromycin_courses,Azithromycin Course,course,129,6,140
MER_BHOPAL_NORTH,Meridian Health — Bhopal - North,Bhopal - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,123,4,95
MER_BHOPAL_NORTH,Meridian Health — Bhopal - North,Bhopal - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,3143,1,4
MER_BHOPAL_SOUTH,Meridian Health — Bhopal - South,Bhopal - South,meridian,ors_sachets,ORS Sachets,sachet,1309,3,15
MER_BHOPAL_SOUTH,Meridian Health — Bhopal - South,Bhopal - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,439,2,65
MER_BHOPAL_SOUTH,Meridian Health — Bhopal - South,Bhopal - South,meridian,azithromycin_courses,Azithromycin Course,course,144,4,140
MER_BHOPAL_SOUTH,Meridian Health — Bhopal - South,Bhopal - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,124,4,95
MER_BHOPAL_SOUTH,Meridian Health — Bhopal - South,Bhopal - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,3635,1,4
MER_BHOPAL_WEST,Meridian Health — Bhopal - West,Bhopal - West,meridian,ors_sachets,ORS Sachets,sachet,1402,3,15
MER_BHOPAL_WEST,Meridian Health — Bhopal - West,Bhopal - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,577,4,65
MER_BHOPAL_WEST,Meridian Health — Bhopal - West,Bhopal - West,meridian,azithromycin_courses,Azithromycin Course,course,163,5,140
MER_BHOPAL_WEST,Meridian Health — Bhopal - West,Bhopal - West,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,133,4,95
MER_BHOPAL_WEST,Meridian Health — Bhopal - West,Bhopal - West,meridian,water_purification_tablets,Water Purification Tablets,tablet,3853,2,4
GOV_BHUBANESWAR,"District Government Hospital, Bhubaneswar",Bhubaneswar,government,ors_sachets,ORS Sachets,sachet,2429,4,15
GOV_BHUBANESWAR,"District Government Hospital, Bhubaneswar",Bhubaneswar,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1100,7,65
GOV_BHUBANESWAR,"District Government Hospital, Bhubaneswar",Bhubaneswar,government,azithromycin_courses,Azithromycin Course,course,312,7,140
GOV_BHUBANESWAR,"District Government Hospital, Bhubaneswar",Bhubaneswar,government,ciprofloxacin_courses,Ciprofloxacin Course,course,230,7,95
GOV_BHUBANESWAR,"District Government Hospital, Bhubaneswar",Bhubaneswar,government,water_purification_tablets,Water Purification Tablets,tablet,7612,4,4
PUB_PGIMER_CHD,PGIMER,Chandigarh,default,ors_sachets,ORS Sachets,sachet,2688,2,15
PUB_PGIMER_CHD,PGIMER,Chandigarh,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,799,4,65
PUB_PGIMER_CHD,PGIMER,Chandigarh,default,azithromycin_courses,Azithromycin Course,course,269,7,140
PUB_PGIMER_CHD,PGIMER,Chandigarh,default,ciprofloxacin_courses,Ciprofloxacin Course,course,188,7,95
PUB_PGIMER_CHD,PGIMER,Chandigarh,default,water_purification_tablets,Water Purification Tablets,tablet,7861,4,4
MER_CHANDIGARH_CENTRAL,Meridian Health — Chandigarh - Central,Chandigarh - Central,meridian,ors_sachets,ORS Sachets,sachet,842,2,15
MER_CHANDIGARH_CENTRAL,Meridian Health — Chandigarh - Central,Chandigarh - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,292,3,65
MER_CHANDIGARH_CENTRAL,Meridian Health — Chandigarh - Central,Chandigarh - Central,meridian,azithromycin_courses,Azithromycin Course,course,72,5,140
MER_CHANDIGARH_CENTRAL,Meridian Health — Chandigarh - Central,Chandigarh - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,73,5,95
MER_CHANDIGARH_CENTRAL,Meridian Health — Chandigarh - Central,Chandigarh - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,2582,3,4
MER_CHANDIGARH_EAST,Meridian Health — Chandigarh - East,Chandigarh - East,meridian,ors_sachets,ORS Sachets,sachet,1398,3,15
MER_CHANDIGARH_EAST,Meridian Health — Chandigarh - East,Chandigarh - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,499,3,65
MER_CHANDIGARH_EAST,Meridian Health — Chandigarh - East,Chandigarh - East,meridian,azithromycin_courses,Azithromycin Course,course,118,6,140
MER_CHANDIGARH_EAST,Meridian Health — Chandigarh - East,Chandigarh - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,96,5,95
MER_CHANDIGARH_EAST,Meridian Health — Chandigarh - East,Chandigarh - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,3425,2,4
MER_CHANDIGARH_NORTH,Meridian Health — Chandigarh - North,Chandigarh - North,meridian,ors_sachets,ORS Sachets,sachet,2146,3,15
MER_CHANDIGARH_NORTH,Meridian Health — Chandigarh - North,Chandigarh - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,601,3,65
MER_CHANDIGARH_NORTH,Meridian Health — Chandigarh - North,Chandigarh - North,meridian,azithromycin_courses,Azithromycin Course,course,187,6,140
MER_CHANDIGARH_NORTH,Meridian Health — Chandigarh - North,Chandigarh - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,143,5,95
MER_CHANDIGARH_NORTH,Meridian Health — Chandigarh - North,Chandigarh - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,5215,3,4
MER_CHANDIGARH_SOUTH,Meridian Health — Chandigarh - South,Chandigarh - South,meridian,ors_sachets,ORS Sachets,sachet,1839,1,15
MER_CHANDIGARH_SOUTH,Meridian Health — Chandigarh - South,Chandigarh - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,552,2,65
MER_CHANDIGARH_SOUTH,Meridian Health — Chandigarh - South,Chandigarh - South,meridian,azithromycin_courses,Azithromycin Course,course,169,5,140
MER_CHANDIGARH_SOUTH,Meridian Health — Chandigarh - South,Chandigarh - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,131,6,95
MER_CHANDIGARH_SOUTH,Meridian Health — Chandigarh - South,Chandigarh - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,4536,1,4
MER_CHANDIGARH_WEST,Meridian Health — Chandigarh - West,Chandigarh - West,meridian,ors_sachets,ORS Sachets,sachet,2368,2,15
MER_CHANDIGARH_WEST,Meridian Health — Chandigarh - West,Chandigarh - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,951,4,65
MER_CHANDIGARH_WEST,Meridian Health — Chandigarh - West,Chandigarh - West,meridian,azithromycin_courses,Azithromycin Course,course,255,4,140
MER_CHANDIGARH_WEST,Meridian Health — Chandigarh - West,Chandigarh - West,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,250,4,95
MER_CHANDIGARH_WEST,Meridian Health — Chandigarh - West,Chandigarh - West,meridian,water_purification_tablets,Water Purification Tablets,tablet,6882,2,4
PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,Chennai,default,ors_sachets,ORS Sachets,sachet,1376,2,15
PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,Chennai,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,605,5,65
PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,Chennai,default,azithromycin_courses,Azithromycin Course,course,148,5,140
PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,Chennai,default,ciprofloxacin_courses,Ciprofloxacin Course,course,148,6,95
PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,Chennai,default,water_purification_tablets,Water Purification Tablets,tablet,4073,3,4
PVT_APOLLO_CHN,Apollo Hospitals,Chennai,default,ors_sachets,ORS Sachets,sachet,1888,4,15
PVT_APOLLO_CHN,Apollo Hospitals,Chennai,default,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,617,4,65
PVT_APOLLO_CHN,Apollo Hospitals,Chennai,default,azithromycin_courses,Azithromycin Course,course,149,6,140
PVT_APOLLO_CHN,Apollo Hospitals,Chennai,default,ciprofloxacin_courses,Ciprofloxacin Course,course,157,7,95
PVT_APOLLO_CHN,Apollo Hospitals,Chennai,default,water_purification_tablets,Water Purification Tablets,tablet,5309,4,4
MER_CHENNAI_CENTRAL,Meridian Health — Chennai - Central,Chennai - Central,meridian,ors_sachets,ORS Sachets,sachet,2205,3,15
MER_CHENNAI_CENTRAL,Meridian Health — Chennai - Central,Chennai - Central,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,875,4,65
MER_CHENNAI_CENTRAL,Meridian Health — Chennai - Central,Chennai - Central,meridian,azithromycin_courses,Azithromycin Course,course,230,6,140
MER_CHENNAI_CENTRAL,Meridian Health — Chennai - Central,Chennai - Central,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,202,6,95
MER_CHENNAI_CENTRAL,Meridian Health — Chennai - Central,Chennai - Central,meridian,water_purification_tablets,Water Purification Tablets,tablet,7787,2,4
MER_CHENNAI_EAST,Meridian Health — Chennai - East,Chennai - East,meridian,ors_sachets,ORS Sachets,sachet,3464,3,15
MER_CHENNAI_EAST,Meridian Health — Chennai - East,Chennai - East,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1458,2,65
MER_CHENNAI_EAST,Meridian Health — Chennai - East,Chennai - East,meridian,azithromycin_courses,Azithromycin Course,course,407,4,140
MER_CHENNAI_EAST,Meridian Health — Chennai - East,Chennai - East,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,384,6,95
MER_CHENNAI_EAST,Meridian Health — Chennai - East,Chennai - East,meridian,water_purification_tablets,Water Purification Tablets,tablet,12616,3,4
MER_CHENNAI_NORTH,Meridian Health — Chennai - North,Chennai - North,meridian,ors_sachets,ORS Sachets,sachet,1570,3,15
MER_CHENNAI_NORTH,Meridian Health — Chennai - North,Chennai - North,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,579,2,65
MER_CHENNAI_NORTH,Meridian Health — Chennai - North,Chennai - North,meridian,azithromycin_courses,Azithromycin Course,course,175,4,140
MER_CHENNAI_NORTH,Meridian Health — Chennai - North,Chennai - North,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,150,4,95
MER_CHENNAI_NORTH,Meridian Health — Chennai - North,Chennai - North,meridian,water_purification_tablets,Water Purification Tablets,tablet,4555,3,4
MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,Chennai - South,meridian,ors_sachets,ORS Sachets,sachet,2580,2,15
MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,Chennai - South,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1000,2,65
MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,Chennai - South,meridian,azithromycin_courses,Azithromycin Course,course,268,4,140
MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,Chennai - South,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,230,5,95
MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,Chennai - South,meridian,water_purification_tablets,Water Purification Tablets,tablet,8054,3,4
MER_CHENNAI_WEST,Meridian Health — Chennai - West,Chennai - West,meridian,ors_sachets,ORS Sachets,sachet,3994,2,15
MER_CHENNAI_WEST,Meridian Health — Chennai - West,Chennai - West,meridian,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1175,4,65
MER_CHENNAI_WEST,Meridian Health — Chennai - West,Chennai - West,meridian,azithromycin_courses,Azithromycin Course,course,382,4,140
MER_CHENNAI_WEST,Meridian Health — Chennai - West,Chennai - West,meridian,ciprofloxacin_courses,Ciprofloxacin Course,course,349,4,95
MER_CHENNAI_WEST,Meridian Health — Chennai - West,Chennai - West,meridian,water_purification_tablets,Water Purification Tablets,tablet,10782,1,4
GOV_COIMBATORE,"District Government Hospital, Coimbatore",Coimbatore,government,ors_sachets,ORS Sachets,sachet,4046,4,15
GOV_COIMBATORE,"District Government Hospital, Coimbatore",Coimbatore,government,iv_fluid_bags,IV Fluid - Ringer's Lactate (1L),bag,1081,5,65
GOV_COIMBATORE,"District Government Hospital, Coimbatore",Coimbatore,government,azithromycin_courses,Azithromycin Course,course,412,7,140
